lon	lat	depth
-124.490192	42.303859	-20.176270
-124.484132	42.303871	-20.271267
-124.478073	42.303883	-20.366280
-124.472013	42.303895	-20.481762
-124.465953	42.303907	-20.599891
-124.459893	42.303918	-20.716369
-124.453833	42.303929	-20.840788
-124.447773	42.303940	-20.970179
-124.441713	42.303950	-21.099610
-124.435653	42.303960	-21.237104
-124.429594	42.303970	-21.378353
-124.423534	42.303979	-21.519633
-124.732616	42.307590	-16.635385
-124.726556	42.307615	-16.773165
-124.720496	42.307640	-16.910971
-124.714436	42.307665	-17.050550
-124.708376	42.307690	-17.195259
-124.702316	42.307714	-17.339668
-124.696256	42.307737	-17.484088
-124.690196	42.307761	-17.630795
-124.684136	42.307784	-17.777590
-124.678076	42.307807	-17.921741
-124.672016	42.307829	-18.064028
-124.665956	42.307851	-18.205438
-124.659896	42.307873	-18.346877
-124.653836	42.307895	-18.478660
-124.647776	42.307916	-18.605127
-124.641716	42.307937	-18.731616
-124.635655	42.307957	-18.856538
-124.629595	42.307977	-18.959944
-124.623535	42.307997	-19.063362
-124.617475	42.308017	-19.166793
-124.611415	42.308036	-19.254010
-124.605355	42.308055	-19.328174
-124.599295	42.308074	-19.402355
-124.593234	42.308092	-19.467015
-124.587174	42.308110	-19.523680
-124.581114	42.308128	-19.566882
-124.575054	42.308145	-19.607318
-124.568994	42.308162	-19.640016
-124.562933	42.308179	-19.672723
-124.556873	42.308195	-19.693092
-124.550813	42.308211	-19.716731
-124.544753	42.308227	-19.740425
-124.538692	42.308242	-19.764130
-124.532632	42.308257	-19.795359
-124.526572	42.308272	-19.832314
-124.520512	42.308287	-19.869288
-124.514451	42.308301	-19.919375
-124.508391	42.308315	-19.984864
-124.502331	42.308328	-20.050375
-124.496270	42.308341	-20.120716
-124.490210	42.308354	-20.216705
-124.484150	42.308367	-20.312239
-124.478089	42.308379	-20.407790
-124.472029	42.308391	-20.523573
-124.465969	42.308402	-20.641972
-124.459909	42.308413	-20.759889
-124.453848	42.308424	-20.885666
-124.447788	42.308435	-21.016364
-124.441728	42.308445	-21.147104
-124.435667	42.308455	-21.286247
-124.429607	42.308465	-21.429117
-124.423546	42.308474	-21.572017
-124.732652	42.312085	-16.626574
-124.726592	42.312111	-16.765311
-124.720531	42.312136	-16.904074
-124.714471	42.312160	-17.044658
-124.708410	42.312185	-17.190509
-124.702350	42.312209	-17.335979
-124.696289	42.312233	-17.481461
-124.690229	42.312256	-17.629404
-124.684168	42.312279	-17.777441
-124.678108	42.312302	-17.922616
-124.672047	42.312324	-18.066042
-124.665987	42.312347	-18.208644
-124.659926	42.312368	-18.351276
-124.653866	42.312390	-18.484197
-124.647805	42.312411	-18.611893
-124.641745	42.312432	-18.739611
-124.635684	42.312452	-18.865776
-124.629623	42.312473	-18.970266
-124.623563	42.312493	-19.074768
-124.617502	42.312512	-19.179283
-124.611442	42.312531	-19.267683
-124.605381	42.312550	-19.342914
-124.599320	42.312569	-19.418162
-124.593260	42.312587	-19.483909
-124.587199	42.312605	-19.541681
-124.581138	42.312623	-19.586560
-124.575078	42.312640	-19.628659
-124.569017	42.312657	-19.662980
-124.562956	42.312674	-19.697310
-124.556896	42.312690	-19.719501
-124.550835	42.312706	-19.744769
-124.544774	42.312722	-19.770089
-124.538714	42.312738	-19.795418
-124.532653	42.312753	-19.828814
-124.526592	42.312767	-19.867830
-124.520532	42.312782	-19.906865
-124.514471	42.312796	-19.958817
-124.508410	42.312810	-20.024727
-124.502349	42.312823	-20.090658
-124.496289	42.312837	-20.161352
-124.490228	42.312849	-20.257338
-124.484167	42.312862	-20.353422
-124.478106	42.312874	-20.449523
-124.472046	42.312886	-20.565602
-124.465985	42.312898	-20.684265
-124.459924	42.312909	-20.803611
-124.453863	42.312920	-20.930738
-124.447802	42.312930	-21.062736
-124.441742	42.312941	-21.194775
-124.435681	42.312951	-21.335562
-124.429620	42.312960	-21.480050
-124.423559	42.312970	-21.624570
-124.732688	42.316581	-16.617764
-124.726627	42.316606	-16.757457
-124.720566	42.316631	-16.897178
-124.714505	42.316656	-17.038766
-124.708444	42.316680	-17.185759
-124.702383	42.316704	-17.332290
-124.696322	42.316728	-17.478833
-124.690261	42.316751	-17.628013
-124.684200	42.316774	-17.777293
-124.678140	42.316797	-17.923492
-124.672079	42.316820	-18.068056
-124.666018	42.316842	-18.211850
-124.659957	42.316864	-18.355675
-124.653896	42.316885	-18.489733
-124.647835	42.316906	-18.618659
-124.641774	42.316927	-18.747607
-124.635713	42.316948	-18.875014
-124.629651	42.316968	-18.980588
-124.623590	42.316988	-19.086173
-124.617529	42.317008	-19.191773
-124.611468	42.317027	-19.281355
-124.605407	42.317046	-19.357653
-124.599346	42.317064	-19.433968
-124.593285	42.317083	-19.500804
-124.587224	42.317101	-19.559682
-124.581163	42.317118	-19.606239
-124.575102	42.317136	-19.650000
-124.569041	42.317153	-19.685944
-124.562980	42.317169	-19.721897
-124.556918	42.317186	-19.745910
-124.550857	42.317202	-19.772806
-124.544796	42.317218	-19.799751
-124.538735	42.317233	-19.826707
-124.532674	42.317248	-19.862267
-124.526613	42.317263	-19.903346
-124.520552	42.317277	-19.944442
-124.514490	42.317292	-19.998259
-124.508429	42.317305	-20.064589
-124.502368	42.317319	-20.130940
-124.496307	42.317332	-20.201988
-124.490246	42.317345	-20.297970
-124.484184	42.317357	-20.394605
-124.478123	42.317370	-20.491256
-124.472062	42.317382	-20.607631
-124.466001	42.317393	-20.726557
-124.459940	42.317404	-20.847333
-124.453878	42.317415	-20.975810
-124.447817	42.317426	-21.109107
-124.441756	42.317436	-21.242446
-124.435695	42.317446	-21.384876
-124.429633	42.317456	-21.530983
-124.423572	42.317465	-21.677121
-124.732724	42.321076	-16.603839
-124.726662	42.321101	-16.744285
-124.720601	42.321126	-16.884757
-124.714540	42.321151	-17.027145
-124.708478	42.321175	-17.175075
-124.702417	42.321200	-17.322389
-124.696355	42.321223	-17.469715
-124.690294	42.321247	-17.619853
-124.684233	42.321270	-17.770096
-124.678171	42.321293	-17.917091
-124.672110	42.321315	-18.062566
-124.666048	42.321337	-18.207324
-124.659987	42.321359	-18.352113
-124.653925	42.321381	-18.487055
-124.647864	42.321402	-18.616956
-124.641803	42.321423	-18.746879
-124.635741	42.321443	-18.875275
-124.629680	42.321463	-18.981577
-124.623618	42.321483	-19.087891
-124.617557	42.321503	-19.194220
-124.611495	42.321522	-19.284628
-124.605434	42.321541	-19.361186
-124.599372	42.321560	-19.437761
-124.593311	42.321578	-19.504879
-124.587249	42.321596	-19.564056
-124.581187	42.321614	-19.612356
-124.575126	42.321631	-19.657846
-124.569064	42.321648	-19.695479
-124.563003	42.321665	-19.733122
-124.556941	42.321681	-19.759502
-124.550880	42.321697	-19.788572
-124.544818	42.321713	-19.817688
-124.538756	42.321728	-19.846815
-124.532695	42.321744	-19.884844
-124.526633	42.321758	-19.928287
-124.520572	42.321773	-19.971749
-124.514510	42.321787	-20.027734
-124.508448	42.321801	-20.096626
-124.502387	42.321814	-20.165540
-124.496325	42.321827	-20.239083
-124.490263	42.321840	-20.337203
-124.484202	42.321853	-20.435553
-124.478140	42.321865	-20.533920
-124.472078	42.321877	-20.651756
-124.466017	42.321889	-20.772109
-124.459955	42.321900	-20.894495
-124.453893	42.321911	-21.024500
-124.447832	42.321921	-21.159276
-124.441770	42.321932	-21.294092
-124.435708	42.321942	-21.437986
-124.429647	42.321951	-21.585532
-124.423585	42.321961	-21.733109
-124.732759	42.325571	-16.589915
-124.726697	42.325597	-16.731113
-124.720636	42.325622	-16.872337
-124.714574	42.325646	-17.015524
-124.708512	42.325671	-17.164391
-124.702450	42.325695	-17.312487
-124.696388	42.325719	-17.460596
-124.690327	42.325742	-17.611692
-124.684265	42.325765	-17.762900
-124.678203	42.325788	-17.910690
-124.672141	42.325810	-18.057075
-124.666079	42.325833	-18.202798
-124.660017	42.325854	-18.348551
-124.653955	42.325876	-18.484377
-124.647893	42.325897	-18.615253
-124.641832	42.325918	-18.746151
-124.635770	42.325939	-18.875535
-124.629708	42.325959	-18.982566
-124.623646	42.325979	-19.089609
-124.617584	42.325998	-19.196666
-124.611522	42.326018	-19.287902
-124.605460	42.326037	-19.364719
-124.599398	42.326055	-19.441555
-124.593336	42.326074	-19.508953
-124.587274	42.326092	-19.568429
-124.581212	42.326109	-19.618473
-124.575150	42.326127	-19.665693
-124.569088	42.326144	-19.705014
-124.563026	42.326160	-19.744346
-124.556964	42.326177	-19.773094
-124.550902	42.326193	-19.804337
-124.544840	42.326208	-19.835625
-124.538778	42.326224	-19.866923
-124.532716	42.326239	-19.907421
-124.526654	42.326254	-19.953229
-124.520592	42.326268	-19.999056
-124.514530	42.326282	-20.057210
-124.508467	42.326296	-20.128664
-124.502405	42.326310	-20.200139
-124.496343	42.326323	-20.276177
-124.490281	42.326336	-20.376437
-124.484219	42.326348	-20.476502
-124.478157	42.326361	-20.576584
-124.472095	42.326372	-20.695881
-124.466033	42.326384	-20.817662
-124.459971	42.326395	-20.941657
-124.453909	42.326406	-21.073190
-124.447846	42.326417	-21.209444
-124.441784	42.326427	-21.345739
-124.435722	42.326437	-21.491096
-124.429660	42.326447	-21.640081
-124.423598	42.326456	-21.789097
-124.732795	42.330067	-16.578972
-124.726733	42.330092	-16.720864
-124.720670	42.330117	-16.862783
-124.714608	42.330142	-17.006707
-124.708546	42.330166	-17.156432
-124.702484	42.330190	-17.305231
-124.696421	42.330214	-17.454042
-124.690359	42.330238	-17.605998
-124.684297	42.330261	-17.758070
-124.678235	42.330283	-17.906557
-124.672172	42.330306	-18.053741
-124.666110	42.330328	-18.200312
-124.660048	42.330350	-18.346914
-124.653985	42.330371	-18.483503
-124.647923	42.330393	-18.615228
-124.641861	42.330414	-18.746975
-124.635798	42.330434	-18.877221
-124.629736	42.330454	-18.984848
-124.623673	42.330474	-19.092487
-124.617611	42.330494	-19.200142
-124.611549	42.330513	-19.292102
-124.605486	42.330532	-19.369084
-124.599424	42.330551	-19.446085
-124.593361	42.330569	-19.513699
-124.587299	42.330587	-19.573433
-124.581236	42.330605	-19.625179
-124.575174	42.330622	-19.674107
-124.569112	42.330639	-19.715155
-124.563049	42.330656	-19.756213
-124.556987	42.330672	-19.787365
-124.550924	42.330688	-19.820892
-124.544862	42.330704	-19.854461
-124.538799	42.330719	-19.888040
-124.532737	42.330734	-19.931133
-124.526674	42.330749	-19.979438
-124.520612	42.330764	-20.027763
-124.514549	42.330778	-20.088199
-124.508487	42.330792	-20.162303
-124.502424	42.330805	-20.236429
-124.496362	42.330818	-20.315038
-124.490299	42.330831	-20.417441
-124.484236	42.330844	-20.519229
-124.478174	42.330856	-20.621032
-124.472111	42.330868	-20.741732
-124.466049	42.330880	-20.864875
-124.459986	42.330891	-20.990412
-124.453924	42.330902	-21.123391
-124.447861	42.330912	-21.261029
-124.441798	42.330923	-21.398709
-124.435736	42.330933	-21.545436
-124.429673	42.330942	-21.695769
-124.423611	42.330952	-21.846132
-124.732831	42.334562	-16.568403
-124.726768	42.334587	-16.710983
-124.720705	42.334612	-16.853590
-124.714643	42.334637	-16.998243
-124.708580	42.334662	-17.148815
-124.702517	42.334686	-17.298307
-124.696454	42.334709	-17.447811
-124.690392	42.334733	-17.600614
-124.684329	42.334756	-17.753538
-124.678266	42.334779	-17.902709
-124.672203	42.334801	-18.050679
-124.666141	42.334824	-18.198083
-124.660078	42.334845	-18.345518
-124.654015	42.334867	-18.482856
-124.647952	42.334888	-18.615414
-124.641890	42.334909	-18.747994
-124.635827	42.334930	-18.879085
-124.629764	42.334950	-18.987292
-124.623701	42.334970	-19.095512
-124.617638	42.334989	-19.203746
-124.611575	42.335009	-19.296419
-124.605512	42.335028	-19.373554
-124.599450	42.335046	-19.450707
-124.593387	42.335064	-19.518528
-124.587324	42.335082	-19.578515
-124.581261	42.335100	-19.631959
-124.575198	42.335117	-19.682593
-124.569135	42.335135	-19.725372
-124.563072	42.335151	-19.768161
-124.557009	42.335168	-19.801722
-124.550946	42.335184	-19.837546
-124.544883	42.335199	-19.873410
-124.538821	42.335215	-19.909285
-124.532758	42.335230	-19.954988
-124.526695	42.335245	-20.005807
-124.520632	42.335259	-20.056647
-124.514569	42.335273	-20.119378
-124.508506	42.335287	-20.196144
-124.502443	42.335301	-20.272931
-124.496380	42.335314	-20.354120
-124.490317	42.335327	-20.458669
-124.484254	42.335339	-20.562178
-124.478191	42.335352	-20.665704
-124.472128	42.335363	-20.787800
-124.466065	42.335375	-20.912297
-124.460002	42.335386	-21.039367
-124.453939	42.335397	-21.173781
-124.447876	42.335408	-21.312792
-124.441813	42.335418	-21.451845
-124.435750	42.335428	-21.599932
-124.429687	42.335438	-21.751600
-124.423624	42.335447	-21.903300
-124.732866	42.339057	-16.552557
-124.726803	42.339083	-16.695569
-124.720740	42.339108	-16.838609
-124.714677	42.339133	-16.983736
-124.708614	42.339157	-17.134899
-124.702551	42.339181	-17.284972
-124.696488	42.339205	-17.435058
-124.690424	42.339228	-17.588595
-124.684361	42.339251	-17.742260
-124.678298	42.339274	-17.892134
-124.672235	42.339297	-18.040909
-124.666172	42.339319	-18.189165
-124.660108	42.339341	-18.337453
-124.654045	42.339362	-18.475641
-124.647982	42.339384	-18.609133
-124.641919	42.339404	-18.742649
-124.635855	42.339425	-18.874687
-124.629792	42.339445	-18.983830
-124.623729	42.339465	-19.092986
-124.617665	42.339485	-19.202156
-124.611602	42.339504	-19.295897
-124.605539	42.339523	-19.373865
-124.599475	42.339542	-19.451851
-124.593412	42.339560	-19.520560
-124.587349	42.339578	-19.581480
-124.581285	42.339596	-19.634905
-124.575222	42.339613	-19.685530
-124.569159	42.339630	-19.728325
-124.563095	42.339647	-19.771130
-124.557032	42.339663	-19.808489
-124.550969	42.339679	-19.847997
-124.544905	42.339695	-19.887545
-124.538842	42.339710	-19.927104
-124.532778	42.339726	-19.976247
-124.526715	42.339740	-20.030411
-124.520652	42.339755	-20.084594
-124.514588	42.339769	-20.150451
-124.508525	42.339783	-20.229666
-124.502461	42.339796	-20.308902
-124.496398	42.339809	-20.392458
-124.490335	42.339822	-20.498940
-124.484271	42.339835	-20.604284
-124.478208	42.339847	-20.709643
-124.472144	42.339859	-20.833246
-124.466081	42.339871	-20.959209
-124.460017	42.339882	-21.087724
-124.453954	42.339893	-21.223484
-124.447890	42.339903	-21.363779
-124.441827	42.339914	-21.504116
-124.435763	42.339924	-21.653309
-124.429700	42.339933	-21.806062
-124.423636	42.339943	-21.958846
-124.732902	42.343553	-16.536712
-124.726839	42.343578	-16.680157
-124.720775	42.343603	-16.823629
-124.714711	42.343628	-16.969229
-124.708648	42.343653	-17.120985
-124.702584	42.343677	-17.271639
-124.696521	42.343700	-17.422306
-124.690457	42.343724	-17.576578
-124.684393	42.343747	-17.730983
-124.678330	42.343770	-17.881560
-124.672266	42.343792	-18.031139
-124.666202	42.343814	-18.180249
-124.660139	42.343836	-18.329390
-124.654075	42.343858	-18.468427
-124.648011	42.343879	-18.602854
-124.641948	42.343900	-18.737304
-124.635884	42.343920	-18.870289
-124.629820	42.343941	-18.980368
-124.623756	42.343961	-19.090459
-124.617693	42.343980	-19.200566
-124.611629	42.344000	-19.295376
-124.605565	42.344019	-19.374175
-124.599501	42.344037	-19.452995
-124.593438	42.344055	-19.522591
-124.587374	42.344073	-19.584443
-124.581310	42.344091	-19.637851
-124.575246	42.344109	-19.688467
-124.569182	42.344126	-19.731277
-124.563119	42.344142	-19.774098
-124.557055	42.344159	-19.815254
-124.550991	42.344175	-19.858448
-124.544927	42.344191	-19.901680
-124.538863	42.344206	-19.944923
-124.532799	42.344221	-19.997506
-124.526736	42.344236	-20.055013
-124.520672	42.344250	-20.112540
-124.514608	42.344264	-20.181523
-124.508544	42.344278	-20.263186
-124.502480	42.344292	-20.344872
-124.496416	42.344305	-20.430795
-124.490352	42.344318	-20.539210
-124.484288	42.344330	-20.646387
-124.478225	42.344343	-20.753581
-124.472161	42.344355	-20.878691
-124.466097	42.344366	-21.006119
-124.460033	42.344377	-21.136080
-124.453969	42.344388	-21.273186
-124.447905	42.344399	-21.414765
-124.441841	42.344409	-21.556385
-124.435777	42.344419	-21.706686
-124.429713	42.344429	-21.860523
-124.423649	42.344438	-22.014391
-124.732938	42.348048	-16.523178
-124.726874	42.348074	-16.667014
-124.720810	42.348099	-16.810878
-124.714746	42.348124	-16.956907
-124.708682	42.348148	-17.109199
-124.702618	42.348172	-17.260378
-124.696554	42.348196	-17.411570
-124.690490	42.348219	-17.566509
-124.684425	42.348242	-17.721585
-124.678361	42.348265	-17.872797
-124.672297	42.348288	-18.023104
-124.666233	42.348310	-18.172986
-124.660169	42.348332	-18.322900
-124.654105	42.348353	-18.462705
-124.648041	42.348375	-18.597979
-124.641977	42.348395	-18.733277
-124.635912	42.348416	-18.867124
-124.629848	42.348436	-18.978052
-124.623784	42.348456	-19.088993
-124.617720	42.348476	-19.199949
-124.611656	42.348495	-19.295767
-124.605591	42.348514	-19.375345
-124.599527	42.348533	-19.454943
-124.593463	42.348551	-19.525398
-124.587399	42.348569	-19.588177
-124.581335	42.348587	-19.641560
-124.575270	42.348604	-19.692178
-124.569206	42.348621	-19.735062
-124.563142	42.348638	-19.777957
-124.557077	42.348654	-19.822970
-124.551013	42.348670	-19.869963
-124.544949	42.348686	-19.916993
-124.538885	42.348702	-19.964035
-124.532820	42.348717	-20.020182
-124.526756	42.348731	-20.081161
-124.520692	42.348746	-20.142160
-124.514627	42.348760	-20.214377
-124.508563	42.348774	-20.298575
-124.502499	42.348787	-20.382795
-124.496434	42.348801	-20.471158
-124.490370	42.348813	-20.581516
-124.484306	42.348826	-20.690536
-124.478241	42.348838	-20.799573
-124.472177	42.348850	-20.926136
-124.466113	42.348862	-21.054966
-124.460048	42.348873	-21.186310
-124.453984	42.348884	-21.324673
-124.447920	42.348895	-21.467430
-124.441855	42.348905	-21.610228
-124.435791	42.348915	-21.761526
-124.429726	42.348925	-21.916325
-124.423662	42.348934	-22.071155
-124.732974	42.352544	-16.511866
-124.726909	42.352569	-16.656055
-124.720845	42.352594	-16.800271
-124.714780	42.352619	-16.946686
-124.708716	42.352643	-17.099460
-124.702651	42.352668	-17.251111
-124.696587	42.352691	-17.402775
-124.690522	42.352715	-17.558314
-124.684458	42.352738	-17.713995
-124.678393	42.352761	-17.865774
-124.672329	42.352783	-18.016736
-124.666264	42.352805	-18.167314
-124.660199	42.352827	-18.317924
-124.654135	42.352849	-18.458417
-124.648070	42.352870	-18.594456
-124.642006	42.352891	-18.730519
-124.635941	42.352912	-18.865143
-124.629876	42.352932	-18.976837
-124.623812	42.352952	-19.088545
-124.617747	42.352971	-19.200268
-124.611682	42.352991	-19.297037
-124.605618	42.353010	-19.377342
-124.599553	42.353028	-19.457667
-124.593488	42.353047	-19.528953
-124.587424	42.353065	-19.592652
-124.581359	42.353082	-19.646003
-124.575294	42.353100	-19.696633
-124.569230	42.353117	-19.739648
-124.563165	42.353133	-19.782674
-124.557100	42.353150	-19.831599
-124.551035	42.353166	-19.882501
-124.544971	42.353182	-19.933440
-124.538906	42.353197	-19.984391
-124.532841	42.353212	-20.044221
-124.526777	42.353227	-20.108795
-124.520712	42.353241	-20.173389
-124.514647	42.353256	-20.248947
-124.508582	42.353269	-20.335761
-124.502517	42.353283	-20.422597
-124.496453	42.353296	-20.513472
-124.490388	42.353309	-20.625780
-124.484323	42.353322	-20.736652
-124.478258	42.353334	-20.847540
-124.472194	42.353346	-20.975504
-124.466129	42.353357	-21.105677
-124.460064	42.353369	-21.238342
-124.453999	42.353380	-21.377876
-124.447934	42.353390	-21.521711
-124.441869	42.353401	-21.665586
-124.435805	42.353411	-21.817772
-124.429740	42.353420	-21.973416
-124.423675	42.353430	-22.129091
-124.733009	42.357039	-16.494050
-124.726944	42.357065	-16.638584
-124.720880	42.357090	-16.783146
-124.714815	42.357115	-16.929939
-124.708750	42.357139	-17.083189
-124.702685	42.357163	-17.235335
-124.696620	42.357187	-17.387495
-124.690555	42.357210	-17.543659
-124.684490	42.357233	-17.699969
-124.678425	42.357256	-17.852428
-124.672360	42.357279	-18.004157
-124.666295	42.357301	-18.155542
-124.660230	42.357323	-18.306960
-124.654165	42.357344	-18.448459
-124.648100	42.357366	-18.585580
-124.642035	42.357387	-18.722724
-124.635970	42.357407	-18.858443
-124.629904	42.357427	-18.971691
-124.623839	42.357447	-19.084952
-124.617774	42.357467	-19.198229
-124.611709	42.357486	-19.296736
-124.605644	42.357505	-19.379296
-124.599579	42.357524	-19.461877
-124.593514	42.357542	-19.535524
-124.587449	42.357560	-19.601671
-124.581384	42.357578	-19.658237
-124.575318	42.357595	-19.712123
-124.569253	42.357612	-19.758513
-124.563188	42.357629	-19.804915
-124.557123	42.357645	-19.855656
-124.551058	42.357661	-19.908369
-124.544993	42.357677	-19.961120
-124.538927	42.357693	-20.013882
-124.532862	42.357708	-20.075956
-124.526797	42.357723	-20.142684
-124.520732	42.357737	-20.209432
-124.514667	42.357751	-20.286890
-124.508601	42.357765	-20.375560
-124.502536	42.357779	-20.464252
-124.496471	42.357792	-20.556877
-124.490406	42.357805	-20.670375
-124.484340	42.357817	-20.782512
-124.478275	42.357829	-20.894666
-124.472210	42.357841	-21.023444
-124.466145	42.357853	-21.154373
-124.460079	42.357864	-21.287784
-124.454014	42.357875	-21.427913
-124.447949	42.357886	-21.572248
-124.441884	42.357896	-21.716624
-124.435818	42.357906	-21.869174
-124.429753	42.357916	-22.025139
-124.423688	42.357925	-22.181134
-124.714849	42.361610	-16.913194
-124.708784	42.361635	-17.066919
-124.702718	42.361659	-17.219562
-124.696653	42.361682	-17.372217
-124.690587	42.361706	-17.529005
-124.684522	42.361729	-17.685944
-124.678456	42.361752	-17.839083
-124.672391	42.361774	-17.991578
-124.666326	42.361797	-18.143771
-124.660260	42.361818	-18.295997
-124.654195	42.361840	-18.438501
-124.648129	42.361861	-18.576704
-124.642064	42.361882	-18.714931
-124.635998	42.361903	-18.851744
-124.629933	42.361923	-18.966545
-124.623867	42.361943	-19.081359
-124.617802	42.361962	-19.196190
-124.611736	42.361982	-19.296435
-124.605670	42.362001	-19.381251
-124.599605	42.362019	-19.466087
-124.593539	42.362038	-19.542094
-124.587474	42.362056	-19.610690
-124.581408	42.362073	-19.670470
-124.575343	42.362091	-19.727612
-124.569277	42.362108	-19.777377
-124.563211	42.362125	-19.827155
-124.557146	42.362141	-19.879711
-124.551080	42.362157	-19.934236
-124.545014	42.362173	-19.988797
-124.538949	42.362188	-20.043371
-124.532883	42.362203	-20.107688
-124.526818	42.362218	-20.176569
-124.520752	42.362233	-20.245473
-124.514686	42.362247	-20.324830
-124.508621	42.362261	-20.415355
-124.502555	42.362274	-20.505903
-124.496489	42.362287	-20.600278
-124.490424	42.362300	-20.714966
-124.484358	42.362313	-20.828369
-124.478292	42.362325	-20.941788
-124.472226	42.362337	-21.071381
-124.466161	42.362349	-21.203066
-124.460095	42.362360	-21.337223
-124.454029	42.362371	-21.477947
-124.447964	42.362382	-21.622782
-124.441898	42.362392	-21.767658
-124.435832	42.362402	-21.920573
-124.429766	42.362411	-22.076858
-124.714883	42.366106	-16.897133
-124.708818	42.366130	-17.051316
-124.702752	42.366154	-17.204438
-124.696686	42.366178	-17.357573
-124.690620	42.366201	-17.514965
-124.684554	42.366225	-17.672513
-124.678488	42.366247	-17.826310
-124.672422	42.366270	-17.979550
-124.666356	42.366292	-18.132527
-124.660290	42.366314	-18.285537
-124.654225	42.366336	-18.429022
-124.648159	42.366357	-18.568281
-124.642093	42.366378	-18.707565
-124.636027	42.366398	-18.845447
-124.629961	42.366419	-18.961778
-124.623895	42.366438	-19.078123
-124.617829	42.366458	-19.194484
-124.611763	42.366477	-19.296452
-124.605697	42.366496	-19.383510
-124.599631	42.366515	-19.470588
-124.593565	42.366533	-19.548952
-124.587499	42.366551	-19.619998
-124.581433	42.366569	-19.682994
-124.575367	42.366586	-19.743400
-124.569301	42.366604	-19.796564
-124.563234	42.366620	-19.849740
-124.557168	42.366637	-19.904134
-124.551102	42.366653	-19.960509
-124.545036	42.366669	-20.016921
-124.538970	42.366684	-20.073346
-124.532904	42.366699	-20.139948
-124.526838	42.366714	-20.211027
-124.520772	42.366728	-20.282128
-124.514706	42.366743	-20.363424
-124.508640	42.366756	-20.455837
-124.502574	42.366770	-20.548273
-124.496507	42.366783	-20.644427
-124.490441	42.366796	-20.760316
-124.484375	42.366809	-20.874996
-124.478309	42.366821	-20.989692
-124.472243	42.366833	-21.120092
-124.466177	42.366844	-21.252523
-124.460111	42.366856	-21.387415
-124.454044	42.366867	-21.528712
-124.447978	42.366877	-21.674020
-124.441912	42.366888	-21.819368
-124.435846	42.366897	-21.972617
-124.429780	42.366907	-22.129184
-124.714918	42.370601	-16.885664
-124.708852	42.370626	-17.040195
-124.702785	42.370650	-17.193684
-124.696719	42.370674	-17.347187
-124.690653	42.370697	-17.505047
-124.684586	42.370720	-17.663065
-124.678520	42.370743	-17.817384
-124.672454	42.370766	-17.971217
-124.666387	42.370788	-18.124821
-124.660321	42.370810	-18.278458
-124.654254	42.370831	-18.422761
-124.648188	42.370852	-18.562906
-124.642122	42.370873	-18.703075
-124.636055	42.370894	-18.841857
-124.629989	42.370914	-18.959562
-124.623922	42.370934	-19.077281
-124.617856	42.370954	-19.195016
-124.611790	42.370973	-19.298607
-124.605723	42.370992	-19.387818
-124.599657	42.371011	-19.477051
-124.593590	42.371029	-19.557738
-124.587524	42.371047	-19.631252
-124.581457	42.371065	-19.697480
-124.575391	42.371082	-19.761203
-124.569324	42.371099	-19.817918
-124.563258	42.371116	-19.874645
-124.557191	42.371132	-19.931030
-124.551125	42.371148	-19.989518
-124.545058	42.371164	-20.048046
-124.538992	42.371180	-20.106588
-124.532925	42.371195	-20.175759
-124.526859	42.371210	-20.249328
-124.520792	42.371224	-20.322919
-124.514725	42.371238	-20.406414
-124.508659	42.371252	-20.500931
-124.502592	42.371266	-20.595473
-124.496526	42.371279	-20.693602
-124.490459	42.371292	-20.810769
-124.484393	42.371304	-20.926803
-124.478326	42.371316	-21.042853
-124.472259	42.371328	-21.174006
-124.466193	42.371340	-21.307114
-124.460126	42.371351	-21.442671
-124.454060	42.371362	-21.584400
-124.447993	42.371373	-21.729993
-124.441926	42.371383	-21.875626
-124.435860	42.371393	-22.028997
-124.429793	42.371403	-22.185591
-124.690685	42.375193	-17.488671
-124.684618	42.375216	-17.647253
-124.678552	42.375239	-17.802318
-124.672485	42.375261	-17.956967
-124.666418	42.375283	-18.111422
-124.660351	42.375305	-18.265909
-124.654284	42.375327	-18.411231
-124.648218	42.375348	-18.552460
-124.642151	42.375369	-18.693714
-124.636084	42.375390	-18.833596
-124.630017	42.375410	-18.952754
-124.623950	42.375430	-19.071926
-124.617883	42.375449	-19.191114
-124.611816	42.375469	-19.296407
-124.605749	42.375488	-19.388136
-124.599683	42.375506	-19.479887
-124.593616	42.375525	-19.563263
-124.587549	42.375543	-19.639608
-124.581482	42.375560	-19.708764
-124.575415	42.375578	-19.775498
-124.569348	42.375595	-19.835459
-124.563281	42.375612	-19.895433
-124.557214	42.375628	-19.954705
-124.551147	42.375644	-20.016204
-124.545080	42.375660	-20.077744
-124.539013	42.375675	-20.139297
-124.532946	42.375690	-20.211232
-124.526879	42.375705	-20.287485
-124.520812	42.375720	-20.363760
-124.514745	42.375734	-20.449648
-124.508678	42.375748	-20.545966
-124.502611	42.375761	-20.642307
-124.496544	42.375775	-20.742105
-124.490477	42.375787	-20.860245
-124.484410	42.375800	-20.977225
-124.478343	42.375812	-21.094221
-124.472276	42.375824	-21.225719
-124.466209	42.375836	-21.359096
-124.460142	42.375847	-21.495010
-124.454075	42.375858	-21.636863
-124.448008	42.375869	-21.782434
-124.441941	42.375879	-21.928045
-124.435873	42.375889	-22.081356
